"carrera","carrera_grupo","Carrera_normalizada"
"Doctor de la Universidad Nacional de río Negro con mencion en Ciencias de la Tierra","Naturales","Geologia"
"Doctor en Ciencias Geologicas","Exactas","Geologia"
"Doctor en Geologia","Exactas","Geologia"
"Especialista en Evaluacion Geologica de Formaciones Petroliferas y Gasiferas","Exactas","Geologia"
"Especialista en Geologia Minera","Exactas","Geologia"
"Geologo","Exactas","Geologia"
"Licenciado en Ciencias Geologicas","Exactas","Geologia"
"Licenciado en Geologia","Exactas","Geologia"
"Magister de la Universidad de Buenos Aires, area  Ciencias del Suelo","Naturales","Geologia"
"Magister en Ciencias de Superficies y Medios Porosos","Naturales","Geologia"
"Magister en Geologia","Exactas","Geologia"
"Magister Scientiae en Ciencias del Suelo","Naturales","Geologia"
"Tecnico Universitarío en Ciencias de la Tierra Orientada a Petroleo","Naturales","Geologia"
"Tecnico Universitarío en Ciencias Geologicas","Exactas","Geologia"
"Tecnico Universitarío en Exploracion Geologica","Exactas","Geologia"
"Especialista en Geriatria","Salud","Geriatria y Gerontologia"
"Especialista en Geriatria y Gerontologia","Salud","Geriatria y Gerontologia"
"Especialista en Gerontologia comunitaria e Institucional","Salud","Geriatria y Gerontologia"
"Especialista en Intervencion y Gestion Gerontologica","Salud","Geriatria y Gerontologia"
"Magister en Gerontologia","Salud","Geriatria y Gerontologia"
"Magister en Gerontologia Clinica","Salud","Geriatria y Gerontologia"
"Analista Administrativo","Economicas","Gestion y Administracion de Empresas"
"Analista Administrativo Universitarío","Economicas","Gestion y Administracion de Empresas"
"Analista en Informacion Gerencial","Economicas","Gestion y Administracion de Empresas"
"Analista en Organizacion","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Administracion","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Administracion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Administracion de Empresas (Contador Publico)","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Gestion Administrativo Contable","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Gestion de Empresas (Lic. Ing.Com. 4 años)","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Gestion de Empresas (Lic.Administ.)","Economicas","Gestion y Administracion de Empresas"
"Analista Universitarío en Negocios","Economicas","Gestion y Administracion de Empresas"
"Asistente Ejecutivo/a","Economicas","Gestion y Administracion de Empresas"
"Bachiller Universitarío con mencion en Administracion","Economicas","Gestion y Administracion de Empresas"
"Bachiller Universitarío en Administracion Naval","Economicas","Gestion y Administracion de Empresas"
"CBC - Licenciado en Administracion de Empresas Turisticas","Economicas","Gestion y Administracion de Empresas"
"Ciclo Basico de Formacion- Licenciado en Administracion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Ciclo Comun - Licenciado en Conduccion y Gestion Operativa","Economicas","Gestion y Administracion de Empresas"
"Ciclo Comun - Recursos Navales para la Defensa","Naturales","Gestion y Administracion de Empresas"
"Ciclo Comun - Tecnico Universitarío en Administracion","Economicas","Gestion y Administracion de Empresas"
"Diploma Universitarío de Estudios Generales con Mencion en Administracion","Economicas","Gestion y Administracion de Empresas"
"Diplomado en Administracion General","Economicas","Gestion y Administracion de Empresas"
"Diplomado en Gestion Gerencial","Economicas","Gestion y Administracion de Empresas"
"Doctor de la Universidad de Buenos Aires, area Administracion","Economicas","Gestion y Administracion de Empresas"
"Doctor en Administracion","Economicas","Gestion y Administracion de Empresas"
"Doctor en Administracion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Doctor en Administracion Publica","Economicas","Gestion y Administracion de Empresas"
"Doctor en Ciencias de Direccion","Economicas","Gestion y Administracion de Empresas"
"Doctor en Ciencias de la Administracion","Economicas","Gestion y Administracion de Empresas"
"Doctor en Ciencias de la Gestion","Economicas","Gestion y Administracion de Empresas"
"Doctor en Ciencias Empresariales","Economicas","Gestion y Administracion de Empresas"
"Doctor en Desarrollo Territorial","Economicas","Gestion y Administracion de Empresas"
"Doctor en Direccion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Doctor en Politica y Gestion de la Educacion Superíor","Sociales","Gestion y Administracion de Empresas"
"Especialista en Administracion de Empresas en Crisis","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion de Entidades sin Fines de Lucro","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion de Organizaciones del Sector Cultural y Creativo","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion de Organizaciones Sociales","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion del Mercado Electrico","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion Financiera y Control de las Organizaciones Publicas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion Publica","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion y Control de las Organizaciones Publicas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion y Control Publico","Economicas","Gestion y Administracion de Empresas"
"Especialista en Administracion y Gerencia Financiera Publicas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Direccion de Proyectos","Economicas","Gestion y Administracion de Empresas"
"Especialista en Direccion Estrategica y Tecnológicas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Direccion y Gestion de las Pequeñas y Medianas Empresas (PyMEs)","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gerenciamiento por Resultados y Control de Gestion","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion de Empresas Cooperativas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion de las Pequeñas y Medianas Empresas (PYMES)","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion de las Telecomunicaciones","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion de Logistica Integrada","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion de Pequeñas y Medianas Empresas","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion en PyMEs e Integracion Regional. Union Europea y el Mercosur","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion Estrategica de Servicios en Telecomunicaciones","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion Logistica","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion Logistica, Calidad y Comercio Internacional con orientacion en Alimentos","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion Publica por Resultados","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion Publica Provincial y Municipal","Economicas","Gestion y Administracion de Empresas"
"Especialista en Gestion y Conduccion del Sistema Educativo y sus Instituciones - MD","Educacion","Gestion y Administracion de Empresas"
"Especialista en Gestion y Gobierno de Empresas Familiares","Economicas","Gestion y Administracion de Empresas"
"Especialista en Ingenieria de Gestion Empresaria","Economicas","Gestion y Administracion de Empresas"
"Especialista en Ingenieria Gerencial","Economicas","Gestion y Administracion de Empresas"
"Especialista en la Gestion de las Pequeñas y Medianas Empresas(P.y M.E.S.)","Economicas","Gestion y Administracion de Empresas"
"Especialista en Organizaciones sin Fines de Lucro","Economicas","Gestion y Administracion de Empresas"
"Especialista en Planeamiento y Gestion de Recursos Humanos de Organizaciones Militares Terrestres","Economicas","Gestion y Administracion de Empresas"
"Especialista en Politica y Gestion de la Educacion Superíor","Sociales","Gestion y Administracion de Empresas"
"Especialista en Politica y Gestion de la Escuela Secundaria","Sociales","Gestion y Administracion de Empresas"
"Especialista en Prospectiva Estrategica - MD","Naturales","Gestion y Administracion de Empresas"
"Especialista en Vinculacion y Gestion Tecnológica","Economicas","Gestion y Administracion de Empresas"
"Ingeniero en Direccion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion - 4a","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion - Ciclo de Licenciatura","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion - Ciclo de Licenciatura - MD","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion - MD","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion - Orientacion: Management - MD","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion (4 y medio años)","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion Aeronautica","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion Agraria","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion Bancaria","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion con Mencion en Sector Empresas","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion con Mencion en Sector Publico","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion con orientacion en Administracion Municipal","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion con Orientacion en Emprendedurismo","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion con orientacion en Management","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Cooperativas y Mutuales","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas - Ciclo de Complementacion Curricular - MD","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas - Ciclo de Licenciatura","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas - MD","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas con orientacion en Comercializacion","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas con orientacion en Finanzas y Bancos","Economicas","Gestion y Administracion de Empresas"
"Licenciado en Administracion de Empresas con orientacion en Pequeñas y Medianas Empresas","Economicas","Gestion y Administracion de Empresas"
